Identifier,Coordinate,Family,Common_Name,SubCellular,SubOrganellar
AT1G51070,p03-r13-c04,bHLH,bHLH115,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT5G65510,p03-r13-c05,AP2-EREBP,PLT7,Nucleus,Chromosome
AT5G63160,p03-r13-c06,TRAF,BT1,Nucleus,Chromosome
AT2G28810,p03-r13-c07,C2C2-DOF,AT2G28810,Nucleus,Chromosome
AT4G27240,p03-r13-c08,C2H2,AT4G27240,Nucleus,"Nucleus, nucleolus"
AT3G10760,p03-r13-c09,G2-like,AT3G10760,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
AT5G18240,p03-r13-c10,G2-like,ATMYR1,Nucleus,Chromosome
AT1G69580,p03-r13-c11,G2-like,AT1G69580,Nucleus,Chromosome
AT5G02840,p03-r13-c12,MYB-related,LCL1,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G18550,p03-r13-c13,HB,ATHB21,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
AT4G13640,p03-r13-c14,G2-like,UNE16,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT5G19790,p03-r13-c15,AP2-EREBP,RAP2.11,Nucleus,Chromosome
AT2G01760,p03-r13-c16,ARR-B,RR14,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G66390,p03-r13-c17,MYB,ATMYB90,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G19490,p03-r13-c18,bZIP,AT1G19490,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Nucleus, PML body; Chromosome"
AT4G23800,p03-r13-c19,HMG,3xHMG-box2,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT4G34680,p03-r13-c20,C2C2-GATA,GATA3,Nucleus,Chromosome
AT3G20810,p03-r13-c21,JUMONJI,JMJ30,Nucleus,"Nucleus, nucleolus; Chromosome"
AT4G35040,p03-r13-c22,bZIP,bZIP19,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
AT1G09540,p03-r13-c23,MYB,ATMYB61,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G01060,p03-r13-c24,G2-like,AT2G01060,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT3G54990,p03-r14-c01,AP2-EREBP,SMZ,Nucleus,Chromosome
AT5G01380,p03-r14-c02,TRIHELIX,AT5G01380,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G64105,p03-r14-c03,NAC,ANAC027,Nucleus,Chromosome
AT2G40970,p03-r14-c04,G2-like,MYBC1,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT1G77570,p03-r14-c05,HSF,REN1,Mitochondrion,Mitochondrion inner membrane
AT4G03170,p03-r14-c06,ABI3-VP1,AT4G03170,Nucleus,"Nucleus, nucleolus"
AT5G50570,p03-r14-c07,SBP,SPL13,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT1G02250,p03-r14-c08,NAC,ANAC005,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G18490,p03-r14-c09,C2H2,GAZ,Nucleus,Chromosome
AT4G34990,p03-r14-c10,MYB,AtMYB32,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT5G54360,p03-r14-c11,C2H2,AT5G54360,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G63040,p03-r14-c12,ND,No Symbol,-,-
AT1G63820,p03-r14-c13,Orphans/,AT1G63820,Nucleus,Chromosome
AT1G34670,p03-r14-c14,MYB,AtMYB93,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT2G40210,p03-r14-c15,MADS,AGL48,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G57670,p03-r14-c16,C2H2,WIP2,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT3G11100,p03-r14-c17,TRIHELIX,VFP3,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G64625,p03-r14-c18,bHLH,LL1,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G66420,p03-r14-c19,GeBP,AT1G66420,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G10570,p03-r14-c20,bHLH,AT5G10570,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G76870,p03-r14-c21,TRIHELIX,AT1G76870,Nucleus,Chromosome
AT1G26300,p03-r14-c22,BSD,AT1G26300,Cytoplasm,"Cytoplasm, cytoskeleton"
AT2G15740,p03-r14-c23,C2H2,AT2G15740,Nucleus,Chromosome
AT3G49800,p03-r14-c24,BSD,AT3G49800,Cytoplasm,"Cytoplasm, cytoskeleton"
AT5G52260,p03-r15-c01,MYB,AtMYB19,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT2G16720,p03-r15-c02,MYB,ATMYB7,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT2G13960,p03-r15-c03,MYB-related,AT2G13960,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G25220,p03-r15-c04,HB,KNAT3,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT3G25990,p03-r15-c05,TRIHELIX,AT3G25990,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G51190,p03-r15-c06,AP2-EREBP,ERF105,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G47660,p03-r15-c07,TRIHELIX,AT5G47660,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G42790,p03-r15-c08,ALFIN-like,AL3,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G37800,p03-r15-c09,bHLH,RSL1,Nucleus,Chromosome
AT1G60380,p03-r15-c10,NAC,AT1G60380,Nucleus,Chromosome
AT5G61270,p03-r15-c11,bHLH,PIF7,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT3G06220,p03-r15-c12,ABI3-VP1,AT3G06220,Nucleus,Chromosome
AT2G41690,p03-r15-c13,HSF,HSFB3,Nucleus,Chromosome
AT4G00390,p03-r15-c14,GeBP,AT4G00390,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G01250,p03-r15-c15,AP2-EREBP,AT1G01250,Nucleus,Chromosome
AT5G64340,p03-r15-c16,bHLH,SAC51,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G63030,p03-r15-c17,AP2-EREBP,ddf2,Nucleus,Chromosome
AT1G43770,p03-r15-c18,PHD,AT1G43770,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G25730,p03-r15-c19,AP2-EREBP,EDF3,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G70000,p03-r15-c20,MYB-related,MYBD,Nucleus,Chromosome
AT5G18560,p03-r15-c21,AP2-EREBP,PUCHI,Nucleus,Chromosome
AT4G00250,p03-r15-c22,GeBP,AtSTKL2,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G20100,p03-r15-c23,ND,AT2G20100,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT4G24660,p03-r15-c24,zf-HD,MEE68,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G37740,p03-r16-c01,C2H2,ATZFP10,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G55770,p03-r16-c02,LIM,WLIM2b,Cytoplasm,"Cytoplasm, cytoskeleton"
AT5G09750,p03-r16-c03,bHLH,HEC3,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G54340,p03-r16-c04,MADS,AP3,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT1G18960,p03-r16-c05,MYB-related,AT1G18960,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT4G16845,p03-r16-c06,ND,VRN2,Nucleus,Chromosome
AT1G27740,p03-r16-c07,bHLH,RSL4,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT3G01530,p03-r16-c08,MYB,ATMYB57,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT1G32770,p03-r16-c09,NAC,NST3,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT5G17300,p03-r16-c10,MYB-related,RVE1,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT1G43000,p03-r16-c11,PLATZ,AT1G43000,Nucleus,Chromosome
AT3G54810,p03-r16-c12,C2C2-GATA,BME3,Nucleus,Chromosome
AT1G55650,p03-r16-c13,ARID,AT1G55650,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G33610,p03-r16-c14,MYB-related,SWI3B,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G01818,p03-r16-c15,PLATZ,AT2G01818,Nucleus,Chromosome
AT4G12670,p03-r16-c16,MYB-related,AT4G12670,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G27930,p03-r16-c17,PLATZ,AT2G27930,Nucleus,Chromosome
AT5G66270,p03-r16-c18,C3H,AT5G66270,Nucleus,Chromosome
AT2G30432,p03-r16-c19,MYB-related,TCL1,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G67480,p03-r16-c20,TAZ,BT4,Cytoplasm,"Cytoplasm, cytoskeleton"
AT3G04280,p03-r16-c21,Orphans,RR22,Cytoplasm,"Cytoplasm, cytosol"
AT1G19700,p03-r16-c22,HB,BLH10,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G17010,p03-r16-c23,ABI3-VP1,REM22,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G22290,p03-r16-c24,NAC,NAC089,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G18160,p04-r01-c01,bZIP,GBF5,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus membrane; Nucleus speckle; Chromosome"
AT3G26790,p04-r01-c02,ABI3-VP1,FUS3,Nucleus,Chromosome
AT5G54630,p04-r01-c03,C2H2,AT5G54630,Cytoplasm,"Cytoplasm, cytoskeleton"
AT2G38470,p04-r01-c04,WRKY,WRKY33,Nucleus,Chromosome
AT2G22430,p04-r01-c05,HB,HB6,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
AT1G59810,p04-r01-c06,MADS,AGL50,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G75340,p04-r01-c07,C3H,AT1G75340,Nucleus,Nucleus membrane; Chromosome
AT1G31140,p04-r01-c08,MADS,GOA,Nucleus,"Nucleus, nucleolus; Chromosome"
AT4G17880,p04-r01-c09,bHLH,MYC4,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G49300,p04-r01-c10,C2C2-GATA,GATA16,Nucleus,Chromosome
AT5G59430,p04-r01-c11,MYB-related,TRP1,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT2G28200,p04-r01-c12,C2H2,AT2G28200,Nucleus,Nucleus speckle; Chromosome
AT5G46760,p04-r01-c13,bHLH,MYC3,Nucleus,"Nucleus, nucleolus; Nucleus, PML body; Chromosome"
AT4G04890,p04-r01-c14,HB,PDF2,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT3G60630,p04-r01-c15,GRAS,ATHAM2,Nucleus,Chromosome
AT5G16540,p04-r01-c16,C3H,ZFN3,Nucleus,Nucleus speckle; Chromosome
AT1G73730,p04-r01-c17,EIL,AtEIL3,Nucleus,"Nucleus, nucleolus"
AT2G47620,p04-r01-c18,MYB-related,SWI3A,Nucleus,Chromosome
AT2G46040,p04-r01-c19,ARID,ARID1,Nucleus,"Nucleus, nucleolus"
AT1G22985,p04-r01-c20,AP2-EREBP,CRF7,Nucleus,"Nucleus, nucleolus; Chromosome"
AT4G15420,p04-r01-c21,C2H2,AT4G15420,Cytoplasm,"Cytoplasm, cytoskeleton"
AT3G45880,p04-r01-c22,JUMONJI,JMJ32,Nucleus,Chromosome
AT4G29930,p04-r01-c23,bHLH,AT4G29930,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT2G22540,p04-r01-c24,MADS,AGL22,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G50010,p04-r02-c01,bHLH,AT5G50010,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G68640,p04-r02-c02,bZIP,TGA8,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT1G01260,p04-r02-c03,bHLH,JAM2,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
AT5G64810,p04-r02-c04,WRKY,ATWRKY51,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT1G08540,p04-r02-c05,SIGMA70-like,SIGA,Plastid,"Plastid, chloroplast stroma; Plastid, chloroplast thylakoid membrane"
AT1G53230,p04-r02-c06,TCP,TCP3,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G33835,p04-r02-c07,C3H,FES1,Nucleus,Chromosome
AT4G21440,p04-r02-c08,MYB,ATM4,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT1G24260,p04-r02-c09,MADS,44807,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G14760,p04-r02-c10,bHLH,AT2G14760,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Chromosome"
AT1G61970,p04-r02-c11,mTERF,AT1G61970,Mitochondrion,Mitochondrion inner membrane; Mitochondrion matrix
AT5G43620,p04-r02-c12,C2H2,AT5G43620,Nucleus,Chromosome
AT2G33720,p04-r02-c13,REM(B3),AT2G33720,Nucleus,Chromosome
AT1G04500,p04-r02-c14,Orphans/,AT1G04500,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G40740,p04-r02-c15,WRKY,ATWRKY55,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G02170,p04-r02-c16,PEPTIDASE_C14,ATMC1,Nucleus,Chromosome
AT2G40750,p04-r02-c17,WRKY,WRKY54,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G13960,p04-r02-c18,WRKY,WRKY4,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
AT5G02030,p04-r02-c19,HB,PNY,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT1G28470,p04-r02-c20,NAC,NAC010,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G26960,p04-r02-c21,MYB,MYB81,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT1G47270,p04-r02-c22,TUB,TLP6,Mitochondrion,Mitochondrion inner membrane
AT1G68190,p04-r02-c23,Orphans,BBX27,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G56010,p04-r02-c24,NAC,NAC1,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT5G65640,p04-r03-c01,bHLH,NFL,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT5G41315,p04-r03-c02,bHLH,GL3,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G55580,p04-r03-c03,GRAS,SCL18,Nucleus,Chromosome
AT3G03660,p04-r03-c04,HB,WOX11,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus membrane; Nucleus speckle; Nucleus, PML body; Chromosome"
AT1G76420,p04-r03-c05,NAC,ANAC031,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G43000,p04-r03-c06,NAC,ANAC042,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G80590,p04-r03-c07,WRKY,ATWRKY66,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT5G39820,p04-r03-c08,NAC,ANAC094,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT3G01600,p04-r03-c09,NAC,NAC044,NucleusMitochondrion,Chromosome; Mitochondrion matrix
AT2G45160,p04-r03-c10,GRAS,LOM1,Nucleus,Chromosome
AT4G02670,p04-r03-c11,C2H2,IDD12,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
AT3G13840,p04-r03-c12,GRAS,AT3G13840,Nucleus,Chromosome
AT4G14720,p04-r03-c13,ZIM,PPD2,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT1G26780,p04-r03-c14,MYB,LOF1,Nucleus,"Nucleus, nucleolus; Chromosome"
AT4G36160,p04-r03-c15,NAC,ANAC076,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G65590,p04-r03-c16,C2C2-DOF,SCAP1,Nucleus,Chromosome
AT5G19490,p04-r03-c17,CCAAT,AT5G19490,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G21890,p04-r03-c18,Orphans,BBX31,Nucleus,Chromosome
AT5G57390,p04-r03-c19,AP2-EREBP,CHO1,Nucleus,Chromosome
AT4G12210,p04-r03-c20,ND,AT4G12210,Nucleus,Chromosome
AT3G21350,p04-r03-c21,MED6,MED6,Nucleus,Chromosome
AT3G46070,p04-r03-c22,C2H2,AT3G46070,Nucleus,Chromosome
AT1G62120,p04-r03-c23,mTERF,AT1G62120,Mitochondrion,Mitochondrion inner membrane; Mitochondrion matrix
AT2G36080,p04-r03-c24,ABI3-VP1,NGAL1,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G65310,p04-r04-c01,HB,HB5,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus matrix; Nucleus speckle; Nucleus, PML body; Chromosome"
AT2G47850,p04-r04-c02,C3H,AT2G47850,Nucleus,Nucleus speckle; Chromosome
AT3G55370,p04-r04-c03,C2C2-DOF,OBP3,Secreted,"Secreted, extracellular space"
AT1G61730,p04-r04-c04,GeBP,AT1G61730,Nucleus,"Nucleus, nucleolus; Chromosome"
AT4G31660,p04-r04-c05,ABI3-VP1,AT4G31660,Nucleus,"Nucleus, nucleolus; Chromosome"
AT4G00610,p04-r04-c06,GeBP,AT4G00610,Mitochondrion,Mitochondrion inner membrane
AT2G01200,p04-r04-c07,AUX-IAA,IAA32,Nucleus,Chromosome
AT1G13400,p04-r04-c08,C2H2,NUB,Nucleus,Nucleus speckle; Chromosome
AT5G47670,p04-r04-c09,CCAAT,L1L,Nucleus,Chromosome
AT1G32240,p04-r04-c10,G2-like,KAN2,Nucleus,Nucleus speckle; Chromosome
AT3G27810,p04-r04-c11,MYB,MYB21,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT1G46264,p04-r04-c12,HSF,AT-HSFB4,Nucleus,Chromosome
AT3G66656,p04-r04-c13,MADS,AGL91,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G48195,p04-r04-c14,C3H,AT1G48195,Nucleus,Chromosome
AT5G58890,p04-r04-c15,MADS,AGL82,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G11260,p04-r04-c16,bZIP,HY5,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
AT1G17590,p04-r04-c17,CCAAT,NF-YA8,Nucleus,Chromosome
AT1G01350,p04-r04-c18,C3H,AT1G01350,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G74080,p04-r04-c19,MYB,ATMYB122,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G01920,p04-r04-c20,SET,AT1G01920,Cytoplasm,"Cytoplasm, cytoskeleton"
AT1G60040,p04-r04-c21,MADS,AGL49,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G60700,p04-r04-c22,FHA,AT1G60700,Nucleus,Chromosome
AT1G69540,p04-r04-c23,MADS,AGL94,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G75530,p04-r04-c24,FHA,AT1G75530,Nucleus,Chromosome
AT1G78930,p04-r05-c01,mTERF,AT1G78930,Plastid,"Plastid, chloroplast membrane; Plastid, chloroplast stroma; Plastid, chloroplast thylakoid lumen; Plastid, chloroplast thylakoid membrane"
AT4G23750,p04-r05-c02,AP2-EREBP,CRF2,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G44020,p04-r05-c03,mTERF,AT2G44020,Mitochondrion,Mitochondrion inner membrane; Mitochondrion matrix
AT5G16600,p04-r05-c04,MYB,AtMYB43,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT4G14605,p04-r05-c05,mTERF,MDA1,Plastid,"Plastid, chloroplast stroma"
AT5G14340,p04-r05-c06,MYB,MYB40,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G18060,p04-r05-c07,NAC,VND1,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G15310,p04-r05-c08,MYB,MYB16,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT1G05420,p04-r05-c09,OFP,OFP12,Mitochondrion,Mitochondrion inner membrane
AT2G38250,p04-r05-c10,TRIHELIX,AT2G38250,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G36050,p04-r05-c11,OFP,ATOFP15,Cytoplasm,"Cytoplasm, cytosol"
AT1G44830,p04-r05-c12,AP2-EREBP,AT1G44830,Nucleus,Chromosome
AT2G30400,p04-r05-c13,OFP,ATOFP2,Nucleus,Chromosome
AT3G25790,p04-r05-c14,G2-like,HHO,Nucleus,Nucleus speckle; Chromosome
AT5G19650,p04-r05-c15,OFP,ATOFP8,Mitochondrion,Mitochondrion inner membrane
AT5G12330,p04-r05-c16,SRS,LRP1,Nucleus,Chromosome
AT1G49520,p04-r05-c17,SWI/SNF-BAF60b,AT1G49520,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G21320,p04-r05-c18,Orphans,BBX18,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G13730,p04-r05-c19,SIGMA70-like,SIG4,Plastid,"Plastid, chloroplast stroma; Plastid, chloroplast thylakoid membrane"
AT5G03510,p04-r05-c20,C2H2,AT5G03510,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT5G45110,p04-r05-c21,TRAF,NPR3,Nucleus,Chromosome
AT5G05120,p04-r05-c22,C2H2,AT5G05120,Nucleus,Chromosome
AT5G48510,p04-r05-c23,TRAF,AT5G48510,Cytoplasm,"Cytoplasm, cytoskeleton"
AT5G06650,p04-r05-c24,C2H2,GIS2,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT3G62610,p04-r06-c01,MYB,ATMYB11,Nucleus,Chromosome
AT2G21240,p04-r06-c02,BBR-BPC,BPC4,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G80390,p04-r06-c03,AUX-IAA,IAA15,Nucleus,Chromosome
AT2G22840,p04-r06-c04,GRF,AtGRF1,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT3G07340,p04-r06-c05,bHLH,CIB3,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G36010,p04-r06-c06,E2F-DP,E2F3,Nucleus,Chromosome
AT1G12610,p04-r06-c07,AP2-EREBP,ATDDF1,Nucleus,Chromosome
AT2G45480,p04-r06-c08,GRF,AtGRF9,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G51120,p04-r06-c09,AP2-EREBP,AT1G51120,Nucleus,"Nucleus, nucleolus; Chromosome"
AT4G10920,p04-r06-c10,Coactivator,KELP,Nucleus,Chromosome
AT5G11590,p04-r06-c11,AP2-EREBP,TINY2,Nucleus,Nucleus speckle; Chromosome
AT4G36920,p04-r06-c12,AP2-EREBP,AP2,Nucleus,Chromosome
AT5G17430,p04-r06-c13,AP2-EREBP,BBM,Nucleus,Chromosome
AT5G49420,p04-r06-c14,MADS,AT5G49420,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G12680,p04-r06-c15,C3H,HUA1,Nucleus,Nucleus speckle; Chromosome
AT1G34370,p04-r06-c16,C2H2,AtSTOP1,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
AT3G48440,p04-r06-c17,C3H,AT3G48440,Nucleus,Nucleus speckle; Chromosome
AT3G06410,p04-r06-c18,C3H,AT3G06410,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G55980,p04-r06-c19,C3H,SZF1,Cytoplasm,"Cytoplasm, cytoskeleton"
AT2G23660,p04-r06-c20,LOB,LBD10,Mitochondrion,Mitochondrion inner membrane
AT2G43060,p04-r06-c21,bHLH,AtIBH1,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G24490,p04-r06-c22,TRIHELIX,AT3G24490,Nucleus,"Nucleus, nucleolus; Chromosome"
AT4G18960,p04-r06-c23,MADS,AG,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT5G65100,p04-r06-c24,EIL,AT5G65100,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G04670,p04-r07-c01,WRKY,WRKY39,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G10970,p04-r07-c02,C2H2,AT5G10970,Nucleus,Chromosome
AT1G23810,p04-r07-c03,Orphans,AT1G23810,Cytoplasm,"Cytoplasm, cytoskeleton"
AT5G66350,p04-r07-c04,SRS,SHI,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G24230,p04-r07-c05,Orphans,AT1G24230,Nucleus,Chromosome
AT4G36260,p04-r07-c06,SRS,SRS2,Nucleus,Chromosome
AT1G27280,p04-r07-c07,Orphans,AT1G27280,Cytoplasm,"Cytoplasm, cytoskeleton"
AT5G66870,p04-r07-c08,LOB,LBD36,Nucleus,Chromosome
AT1G49830,p04-r07-c09,ND,AT1G49830,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G06590,p04-r07-c10,ND,RITF1,Nucleus,Chromosome
AT3G19070,p04-r07-c11,ND,AT3G19070,Cytoplasm,"Cytoplasm, cytoskeleton"
AT3G47710,p04-r07-c12,ND,BNQ3,Nucleus,Chromosome
AT2G36740,p04-r07-c13,YL1,ATSWC2,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G09460,p04-r07-c14,ND,AT5G09460,Nucleus,"Nucleus, nucleolus; Chromosome"
AT4G25110,p04-r07-c15,PEPTIDASE_C14,MCP1c,Nucleus,Chromosome
AT3G22830,p04-r07-c16,HSF,HSFA6B,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
AT5G15040,p04-r07-c17,Orphans,AT5G15040,Nucleus,Chromosome
AT1G30210,p04-r07-c18,TCP,ATTCP24,Nucleus,Chromosome
AT5G60142,p04-r07-c19,ABI3-VP1,AT5G60142,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G24520,p04-r07-c20,HSF,AT-HSFC1,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
AT4G01540,p04-r07-c21,NAC,NTM1,Nucleus,"Nucleus, nucleolus; Chromosome"
AT4G32800,p04-r07-c22,AP2-EREBP,AT4G32800,Nucleus,Chromosome
AT3G06490,p04-r07-c23,MYB,AtMYB108,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT5G58900,p04-r07-c24,MYB,AT5G58900,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G28300,p04-r08-c01,ABI3-VP1,LEC2,Nucleus,Chromosome
AT1G19050,p04-r08-c02,Orphans,ARR7,Nucleus,"Nucleus, nucleolus; Chromosome"
AT4G14490,p04-r08-c03,FHA,AT4G14490,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G23060,p04-r08-c04,GNAT,AT2G23060,Cytoplasm,"Cytoplasm, cytoskeleton"
AT2G48100,p04-r08-c05,C2H2,AT2G48100,Nucleus,"Nucleus, nucleolus"
AT5G38740,p04-r08-c06,MADS,AGL77,Nucleus,Chromosome
